Strain Rate,Temperature,True Strain,True Stress,True Plastic Strain
0.01,200,0.06791,698.02781,0.05715
0.01,200,0.06798,698.04569,0.05722
0.01,200,0.06805,698.08642,0.05729
0.01,200,0.06814,698.14191,0.05738
0.01,200,0.0682,698.1809,0.05744
0.01,200,0.06827,698.21501,0.05751
0.01,200,0.06833,698.2559,0.05757
0.01,200,0.0684,698.30126,0.05764
0.01,200,0.06848,698.35359,0.05772
0.01,200,0.06856,698.38654,0.0578
0.01,200,0.06863,698.42544,0.05787
0.01,200,0.0687,698.47056,0.05794
0.01,200,0.06877,698.51493,0.05801
0.01,200,0.06885,698.54891,0.05809
0.01,200,0.06892,698.58955,0.05816
0.01,200,0.069,698.63988,0.05824
0.01,200,0.06907,698.67803,0.05831
0.01,200,0.06913,698.70296,0.05837
0.01,200,0.06921,698.75189,0.05845
0.01,200,0.06928,698.77243,0.05852
0.01,200,0.06936,698.81695,0.0586
0.01,200,0.06943,698.86371,0.05867
0.01,200,0.0695,698.90649,0.05874
0.01,200,0.06957,698.93181,0.05881
0.01,200,0.06965,698.97442,0.05889
0.01,200,0.06971,699.01073,0.05895
0.01,200,0.06978,699.04008,0.05902
0.01,200,0.06986,699.07233,0.0591
0.01,200,0.06993,699.11153,0.05917
0.01,200,0.07001,699.15032,0.05925
0.01,200,0.07007,699.1214,0.05931
0.01,200,0.07017,699.18248,0.05941
0.01,200,0.07028,699.2477,0.05952
0.01,200,0.07035,699.28383,0.05959
0.01,200,0.07039,699.24236,0.05963
0.01,200,0.07046,699.27002,0.0597
0.01,200,0.07052,699.29967,0.05976
0.01,200,0.07059,699.32649,0.05983
0.01,200,0.07067,699.34057,0.05991
0.01,200,0.07074,699.36407,0.05998
0.01,200,0.0708,699.3772,0.06004
0.01,200,0.07087,699.41305,0.06011
0.01,200,0.07095,699.44665,0.06019
0.01,200,0.07102,699.46474,0.06026
0.01,200,0.07109,699.48365,0.06033
0.01,200,0.07116,699.49086,0.0604
0.01,200,0.07123,699.51773,0.06047
0.01,200,0.0713,699.53896,0.06054
0.01,200,0.07137,699.55129,0.06061
0.01,200,0.07146,699.58917,0.0607
0.01,200,0.07154,699.61909,0.06078
0.01,200,0.0716,699.60258,0.06084
0.01,200,0.07168,699.62702,0.06092
0.01,200,0.07175,699.65777,0.06099
0.01,200,0.07182,699.68263,0.06106
0.01,200,0.07189,699.65417,0.06113
0.01,200,0.07195,699.66881,0.06119
0.01,200,0.07204,699.69187,0.06128
0.01,200,0.0721,699.69585,0.06134
0.01,200,0.07217,699.69982,0.06141
0.01,200,0.07224,699.71343,0.06148
0.01,200,0.07231,699.72025,0.06155
0.01,200,0.07238,699.70997,0.06162
0.01,200,0.07246,699.73215,0.0617
0.01,200,0.07253,699.75157,0.06177
0.01,200,0.0726,699.69669,0.06184
0.01,200,0.07267,699.71614,0.06191
0.01,200,0.07275,699.7449,0.06199
0.01,200,0.07281,699.7702,0.06205
0.01,200,0.07288,699.74293,0.06212
0.01,200,0.07296,699.74079,0.0622
0.01,200,0.07303,699.75142,0.06227
0.01,200,0.07311,699.75587,0.06235
0.01,200,0.07317,699.76219,0.06241
0.01,200,0.07323,699.76801,0.06247
0.01,200,0.07331,699.75813,0.06255
0.01,200,0.07338,699.75565,0.06262
0.01,200,0.07347,699.77241,0.06271
0.01,200,0.07355,699.79609,0.06279
0.01,200,0.07362,699.79733,0.06286
0.01,200,0.07369,699.78323,0.06293
0.01,200,0.07375,699.77852,0.06299
0.01,200,0.07383,699.78257,0.06307
0.01,200,0.07392,699.80617,0.06316
0.01,200,0.07399,699.81776,0.06323
0.01,200,0.07406,699.75805,0.0633
0.01,200,0.07415,699.77643,0.06339
0.01,200,0.07422,699.80592,0.06346
0.01,200,0.07429,699.82728,0.06353
0.01,300,0.04542,571.13183,0.0002
0.01,300,0.04564,573.39604,0.00042
0.01,300,0.04585,575.58091,0.00063
0.01,300,0.04607,577.66175,0.00085
0.01,300,0.04629,579.67043,0.00107
0.01,300,0.0465,581.66942,0.00128
0.01,300,0.04672,583.65645,0.0015
0.01,300,0.04694,585.62002,0.00172
0.01,300,0.04715,587.57438,0.00193
0.01,300,0.04737,589.48255,0.00215
0.01,300,0.04758,591.31519,0.00236
0.01,300,0.0478,593.07573,0.00258
0.01,300,0.04802,594.77642,0.0028
0.01,300,0.04823,596.43332,0.00301
0.01,300,0.04845,598.08006,0.00323
0.01,300,0.04866,599.71419,0.00344
0.01,300,0.04888,601.29867,0.00366
0.01,300,0.0491,602.83007,0.00388
0.01,300,0.04931,604.31493,0.00409
0.01,300,0.04953,605.71121,0.00431
0.01,300,0.04974,607.0369,0.00452
0.01,300,0.04996,608.29212,0.00474
0.01,300,0.05017,609.51271,0.00495
0.01,300,0.05039,610.7559,0.00517
0.01,300,0.05061,612.02852,0.00539
0.01,300,0.05082,613.27725,0.0056
0.01,300,0.05104,614.38795,0.00582
0.01,300,0.05125,612.61867,0.00603
0.01,300,0.05147,610.27436,0.00625
0.01,300,0.05168,608.53,0.00646
0.01,300,0.0519,607.4567,0.00668
0.01,300,0.05211,607.1091,0.00689
0.01,300,0.05233,610.07518,0.00711
0.01,300,0.05254,611.41493,0.00732
0.01,300,0.05276,611.44593,0.00754
0.01,300,0.05297,611.45994,0.00775
0.01,300,0.05319,611.5032,0.00797
0.01,300,0.0534,611.67997,0.00818
0.01,300,0.05362,613.27259,0.0084
0.01,300,0.05383,613.5433,0.00861
0.01,300,0.05405,613.76633,0.00883
0.01,300,0.05426,613.9822,0.00904
0.01,300,0.05448,614.20407,0.00926
0.01,300,0.05469,614.79256,0.00947
0.01,300,0.05491,615.15394,0.00969
0.01,300,0.05512,615.46404,0.0099
0.01,300,0.05534,615.78407,0.01012
0.01,300,0.05548,615.98379,0.01026
0.01,300,0.05576,616.5543,0.01054
0.01,300,0.05598,616.80373,0.01076
0.01,300,0.05619,617.00394,0.01097
0.01,300,0.05641,617.19458,0.01119
0.01,300,0.05662,617.38581,0.0114
0.01,300,0.05683,617.91913,0.01161
0.01,300,0.05705,618.21225,0.01183
0.01,300,0.05726,618.3475,0.01204
0.01,300,0.05748,618.47805,0.01226
0.01,300,0.05769,618.62002,0.01247
0.01,300,0.0579,618.8559,0.01268
0.01,300,0.05812,619.06239,0.0129
0.01,300,0.05833,619.18551,0.01311
0.01,300,0.05855,619.32037,0.01333
0.01,300,0.05876,619.46218,0.01354
0.01,300,0.05897,619.73378,0.01375
0.01,300,0.05919,620.12714,0.01397
0.01,300,0.0594,620.19198,0.01418
0.01,300,0.05961,620.25223,0.01439
0.01,300,0.05983,620.33532,0.01461
0.01,300,0.06004,620.52876,0.01482
0.01,300,0.06025,621.20727,0.01503
0.01,300,0.06047,621.26965,0.01525
0.01,300,0.06068,621.33449,0.01546
0.01,300,0.0609,621.40722,0.01568
0.01,300,0.06111,621.50893,0.01589
0.01,300,0.06132,622.24128,0.0161
0.01,300,0.06153,622.22939,0.01631
0.01,300,0.06175,622.22058,0.01653
0.01,300,0.06196,622.23481,0.01674
0.01,300,0.06217,622.28719,0.01695
0.01,300,0.06239,623.42927,0.01717
0.01,300,0.0626,623.42584,0.01738
0.01,300,0.06281,623.35452,0.01759
0.01,300,0.06303,623.26846,0.01781
0.01,300,0.06324,623.21672,0.01802
0.01,300,0.06345,623.92609,0.01823
0.01,300,0.06366,624.54167,0.01844
0.01,300,0.06384,624.40665,0.01862
0.01,300,0.06405,624.25048,0.01883
0.01,300,0.0642,624.15638,0.01898
0.01,300,0.06441,624.06539,0.01919
0.01,300,0.06459,624.90323,0.01937
0.01,300,0.06473,626.04337,0.01951
0.01,300,0.06494,625.81191,0.01972
0.01,300,0.06515,625.5258,0.01993
0.01,300,0.06533,625.29652,0.02011
0.01,300,0.06547,625.13018,0.02025
0.01,300,0.06568,625.05199,0.02046
0.01,300,0.06589,627.06651,0.02067
0.01,300,0.06607,626.8909,0.02085
0.01,300,0.06621,626.69603,0.02099
0.01,300,0.06643,626.40474,0.02121
0.01,300,0.06664,626.16938,0.02142
0.01,300,0.06682,626.06221,0.0216
0.01,300,0.06695,626.87636,0.02173
0.01,300,0.06717,627.78609,0.02195
0.01,300,0.06738,627.60153,0.02216
0.01,300,0.06755,627.42358,0.02233
0.01,300,0.0677,627.29232,0.02248
0.01,300,0.06791,627.1271,0.02269
0.01,300,0.06812,627.92529,0.0229
0.01,300,0.06829,628.43433,0.02307
0.01,300,0.06844,628.18397,0.02322
0.01,300,0.06865,627.80528,0.02343
0.01,300,0.06886,627.4366,0.02364
0.01,300,0.06903,627.19272,0.02381
0.01,300,0.06918,627.13529,0.02396
0.01,300,0.06939,628.97198,0.02417
0.01,300,0.0695,628.88303,0.02428
0.01,300,0.0696,628.75265,0.02438
0.01,300,0.06971,628.62346,0.02449
0.01,300,0.06981,628.49915,0.02459
0.01,300,0.06992,628.3691,0.0247
0.01,300,0.07002,628.24159,0.0248
0.01,300,0.07013,628.13339,0.02491
0.01,300,0.07034,628.08839,0.02512
0.01,300,0.07051,630.32889,0.02529
0.01,300,0.07066,631.64007,0.02544
0.01,300,0.07087,631.72749,0.02565
0.01,300,0.07097,631.76107,0.02575
0.01,300,0.07108,631.80699,0.02586
0.01,300,0.07119,631.85514,0.02597
0.01,300,0.07129,631.90327,0.02607
0.01,300,0.07146,632.01594,0.02624
0.01,300,0.07161,632.34481,0.02639
0.01,300,0.07171,633.86531,0.02649
0.01,300,0.07182,635.72579,0.0266
0.01,300,0.07192,636.90674,0.0267
0.01,300,0.07203,637.24956,0.02681
0.01,300,0.07214,637.43956,0.02692
0.01,300,0.07224,637.59209,0.02702
0.01,300,0.07235,637.73799,0.02713
0.01,300,0.07245,637.88063,0.02723
0.01,300,0.07256,638.02824,0.02734
0.01,300,0.07266,638.17857,0.02744
0.01,300,0.07287,638.63215,0.02765
0.01,300,0.07308,639.34875,0.02786
0.01,300,0.07319,638.43366,0.02797
0.01,300,0.0733,637.5491,0.02808
0.01,300,0.0734,636.68882,0.02818
0.01,300,0.07351,635.85884,0.02829
0.01,300,0.07361,635.06706,0.02839
0.01,300,0.07372,634.31856,0.0285
0.01,300,0.07382,633.61295,0.0286
0.01,300,0.07403,632.51807,0.02881
0.01,300,0.0742,634.84804,0.02898
0.01,300,0.07435,636.06755,0.02913
0.01,300,0.07445,635.9232,0.02923
0.01,300,0.07456,635.75887,0.02934
0.01,300,0.07466,635.59257,0.02944
0.01,300,0.07477,635.4212,0.02955
0.01,300,0.07487,635.25501,0.02965
0.01,300,0.07498,635.10125,0.02976
0.01,300,0.07514,634.884,0.02992
0.01,300,0.07529,634.8869,0.03007
0.01,300,0.0754,635.78888,0.03018
0.01,300,0.0755,635.79612,0.03028
0.01,300,0.07561,635.72721,0.03039
0.01,300,0.07571,635.64835,0.03049
0.01,300,0.07582,635.57025,0.0306
0.01,300,0.07592,635.49041,0.0307
0.01,300,0.07603,635.40512,0.03081
0.01,300,0.07614,635.31965,0.03092
0.01,300,0.07624,635.23676,0.03102
0.01,300,0.07634,635.16827,0.03112
0.01,300,0.07645,635.74954,0.03123
0.01,300,0.07661,636.16901,0.03139
0.01,300,0.07676,636.0935,0.03154
0.01,300,0.07697,635.97517,0.03175
0.01,300,0.07713,635.88617,0.03191
0.01,300,0.07729,635.78865,0.03207
0.01,300,0.0775,635.80183,0.03228
0.01,300,0.0776,636.82003,0.03238
0.01,300,0.07781,636.71984,0.03259
0.01,300,0.07802,636.40418,0.0328
0.01,300,0.07823,636.0841,0.03301
0.01,300,0.07834,635.93081,0.03312
0.01,300,0.07844,635.78617,0.03322
0.01,300,0.07855,635.65897,0.03333
0.01,300,0.07865,636.01226,0.03343
0.01,300,0.07876,636.78968,0.03354
0.01,300,0.07886,636.70742,0.03364
0.01,300,0.07897,636.58173,0.03375
0.01,300,0.07907,636.44705,0.03385
0.01,300,0.07917,636.32325,0.03395
0.01,300,0.07928,636.18724,0.03406
0.01,300,0.07939,636.06197,0.03417
0.01,300,0.07949,635.94188,0.03427
0.01,300,0.07959,635.82953,0.03437
0.01,300,0.0797,635.77562,0.03448
0.01,300,0.0798,636.58592,0.03458
0.01,300,0.0799,636.7528,0.03468
0.01,300,0.08001,636.19352,0.03479
0.01,300,0.08012,635.6096,0.0349
0.01,300,0.08022,635.02745,0.035
0.01,300,0.08033,634.44815,0.03511
0.01,300,0.08043,633.89253,0.03521
0.01,300,0.08054,633.31377,0.03532
0.01,300,0.08063,632.80459,0.03541
0.01,300,0.08074,632.25083,0.03552
0.01,300,0.08085,631.96341,0.03563
0.01,300,0.08095,633.07945,0.03573
0.01,300,0.08106,633.57063,0.03584
0.01,300,0.08116,633.72065,0.03594
0.01,300,0.08127,633.87995,0.03605
0.01,300,0.08136,634.02008,0.03614
0.01,300,0.08148,634.18529,0.03626
0.01,300,0.08158,634.34723,0.03636
0.01,300,0.08168,634.50433,0.03646
0.01,300,0.08179,634.65715,0.03657
0.01,300,0.08189,634.80908,0.03667
0.01,300,0.082,635.06268,0.03678
0.01,300,0.08209,635.30607,0.03687
0.01,300,0.08221,635.46477,0.03699
0.01,300,0.08231,635.5883,0.03709
0.01,300,0.08242,635.71074,0.0372
0.01,300,0.08252,635.8292,0.0373
0.01,300,0.08262,635.94048,0.0374
0.01,300,0.08273,636.05876,0.03751
0.01,300,0.08282,636.17356,0.0376
0.01,300,0.08294,636.3164,0.03772
0.01,300,0.08315,637.27362,0.03793
0.01,300,0.08334,637.48953,0.03812
0.01,300,0.08346,637.5871,0.03824
0.01,300,0.08367,637.76422,0.03845
0.01,300,0.08388,637.9101,0.03866
0.01,300,0.08407,638.01247,0.03885
0.01,300,0.08419,637.94877,0.03897
0.01,300,0.08429,638.07573,0.03907
0.01,300,0.0844,638.22679,0.03918
0.01,300,0.0845,638.3724,0.03928
0.01,300,0.0846,638.51078,0.03938
0.01,300,0.08471,638.65805,0.03949
0.01,300,0.08481,638.81266,0.03959
0.01,300,0.08492,638.95959,0.0397
0.01,300,0.08501,639.0837,0.03979
0.01,300,0.08513,639.21963,0.03991
0.01,300,0.08523,639.32831,0.04001
0.01,300,0.08533,639.32673,0.04011
0.01,300,0.08544,639.31409,0.04022
0.01,300,0.08553,639.29734,0.04031
0.01,300,0.08565,639.27127,0.04043
0.01,300,0.08573,639.24518,0.04051
0.01,300,0.08585,639.20175,0.04063
0.01,300,0.08596,639.14383,0.04074
0.01,300,0.08606,638.96464,0.04084
0.01,300,0.08617,637.28139,0.04095
0.01,300,0.08626,636.1257,0.04104
0.01,300,0.08637,635.62935,0.04115
0.01,300,0.08646,635.37628,0.04124
0.01,300,0.08658,635.04052,0.04136
0.01,300,0.08669,634.76666,0.04147
0.01,300,0.08679,634.5026,0.04157
0.01,300,0.08689,634.24041,0.04167
0.01,300,0.08699,634.02215,0.04177
0.01,300,0.0871,633.84184,0.04188
0.01,300,0.08719,634.57355,0.04197
0.01,300,0.08731,635.32223,0.04209
0.01,300,0.08741,635.78446,0.04219
0.01,300,0.08752,636.23383,0.0423
0.01,300,0.08762,636.67986,0.0424
0.01,300,0.08771,637.05456,0.04249
0.01,300,0.08783,637.53888,0.04261
0.01,300,0.08791,637.88357,0.04269
0.01,300,0.08804,638.36014,0.04282
0.01,300,0.08814,638.43898,0.04292
0.01,300,0.08824,637.91581,0.04302
0.01,300,0.08835,638.15248,0.04313
0.01,300,0.08845,638.5178,0.04323
0.01,300,0.08855,638.8841,0.04333
0.01,300,0.08866,639.25008,0.04344
0.01,300,0.08876,639.61628,0.04354
0.01,300,0.08887,639.97862,0.04365
0.01,300,0.08897,640.32199,0.04375
0.01,300,0.08907,640.511,0.04385
0.01,300,0.08916,640.05421,0.04394
0.01,300,0.08928,640.04277,0.04406
0.01,300,0.08938,640.38691,0.04416
0.01,300,0.08949,640.73983,0.04427
0.01,300,0.08959,641.09327,0.04437
0.01,300,0.0897,641.44133,0.04448
0.01,300,0.0898,641.77776,0.04458
0.01,300,0.0899,642.10109,0.04468
0.01,300,0.09001,642.29947,0.04479
0.01,300,0.09009,641.75482,0.04487
0.01,300,0.09021,641.47533,0.04499
0.01,300,0.09032,641.81945,0.0451
0.01,300,0.09042,642.19269,0.0452
0.01,300,0.09052,642.56093,0.0453
0.01,300,0.09063,642.92995,0.04541
0.01,300,0.09073,643.28161,0.04551
0.01,300,0.09083,643.58423,0.04561
0.01,300,0.09094,643.39487,0.04572
0.01,300,0.09104,641.9033,0.04582
0.01,300,0.09114,640.80998,0.04592
0.01,300,0.09125,640.26488,0.04603
0.01,300,0.09133,639.86234,0.04611
0.01,300,0.09145,639.24352,0.04623
0.01,300,0.09156,638.74266,0.04634
0.01,300,0.09166,638.25144,0.04644
0.01,300,0.09177,637.76269,0.04655
0.01,300,0.09187,637.30129,0.04665
0.01,300,0.09197,637.13269,0.04675
0.01,300,0.09205,637.26056,0.04683
0.01,300,0.09218,637.59697,0.04696
0.01,300,0.09228,637.89313,0.04706
0.01,300,0.09239,638.18353,0.04717
0.01,300,0.09249,638.47185,0.04727
0.01,300,0.09259,638.75658,0.04737
0.01,300,0.0927,639.01842,0.04748
0.01,300,0.09278,639.21225,0.04756
0.01,300,0.0929,639.41484,0.04768
0.01,300,0.09298,638.9298,0.04776
0.01,300,0.09311,638.65593,0.04789
0.01,300,0.09321,639.06012,0.04799
0.01,300,0.09331,639.49874,0.04809
0.01,300,0.09342,639.93551,0.0482
0.01,300,0.09352,640.37534,0.0483
0.01,300,0.09362,640.81203,0.0484
0.01,300,0.09373,641.2358,0.04851
0.01,300,0.09383,641.54447,0.04861
0.01,300,0.09393,640.94827,0.04871
0.01,300,0.09404,640.63581,0.04882
0.01,300,0.09414,640.82188,0.04892
0.01,300,0.09422,640.97569,0.049
0.01,300,0.09435,641.2325,0.04913
0.01,300,0.09445,641.44152,0.04923
0.01,300,0.09455,641.63773,0.04933
0.01,300,0.09466,641.79328,0.04944
0.01,300,0.09476,641.57095,0.04954
0.01,300,0.09486,640.50009,0.04964
0.01,300,0.09494,640.30592,0.04972
0.01,300,0.09507,640.68352,0.04985
0.01,300,0.09517,641.20712,0.04995
0.01,300,0.09527,641.73295,0.05005
0.01,300,0.09538,642.25102,0.05016
0.01,300,0.09548,642.74406,0.05026
0.01,300,0.09558,643.10975,0.05036
0.01,300,0.09566,642.76623,0.05044
0.01,300,0.09579,641.87948,0.05057
0.01,300,0.09586,642.01539,0.05064
0.01,300,0.096,642.48244,0.05078
0.01,300,0.0961,642.91397,0.05088
0.01,300,0.0962,643.33376,0.05098
0.01,300,0.0963,643.73185,0.05108
0.01,300,0.09641,644.02833,0.05119
0.01,300,0.09651,643.17684,0.05129
0.01,300,0.09658,642.05375,0.05136
0.01,300,0.09672,640.80285,0.0515
0.01,300,0.09682,640.67926,0.0516
0.01,300,0.09692,640.62807,0.0517
0.01,300,0.09702,640.58674,0.0518
0.01,300,0.09713,640.54285,0.05191
0.01,300,0.09723,640.46318,0.05201
0.01,300,0.0973,640.03083,0.05208
0.01,300,0.09744,638.39362,0.05222
0.01,300,0.09754,637.96989,0.05232
0.01,300,0.09764,638.41818,0.05242
0.01,300,0.09774,638.93848,0.05252
0.01,300,0.09785,639.46499,0.05263
0.01,300,0.09795,639.97746,0.05273
0.01,300,0.09805,640.46425,0.05283
0.01,300,0.09816,640.80136,0.05294
0.01,300,0.09826,640.44564,0.05304
0.01,300,0.09836,639.84369,0.05314
0.01,300,0.09846,639.95067,0.05324
0.01,300,0.09853,640.09894,0.05331
0.01,300,0.09867,640.39141,0.05345
0.01,300,0.09877,640.61421,0.05355
0.01,300,0.09887,640.83934,0.05365
0.01,300,0.09898,641.06161,0.05376
0.01,300,0.09908,641.26636,0.05386
0.01,300,0.09918,641.21375,0.05396
0.01,300,0.09925,640.88516,0.05403
0.01,300,0.09939,640.74893,0.05417
0.01,300,0.09949,640.95685,0.05427
0.01,300,0.09959,641.19899,0.05437
0.01,300,0.09969,641.45478,0.05447
0.01,300,0.0998,641.70832,0.05458
0.01,300,0.0999,641.94577,0.05468
0.01,300,0.1,642.09726,0.05478
0.01,300,0.1001,641.5718,0.05488
0.01,300,0.10021,640.8526,0.05499
0.01,300,0.10031,641.21921,0.05509
0.01,300,0.10041,641.89072,0.05519
0.01,300,0.10052,642.57601,0.0553
0.01,300,0.10062,643.24841,0.0554
0.01,300,0.10072,643.86043,0.0555
0.01,300,0.10082,643.97634,0.0556
0.01,300,0.10093,643.50644,0.05571
0.01,300,0.10103,642.98169,0.05581
0.01,300,0.10113,643.13232,0.05591
0.01,300,0.10123,643.86104,0.05601
0.01,300,0.10134,644.62093,0.05612
0.01,300,0.10144,645.11521,0.05622
0.01,400,0.04206,564.23349,0.0002
0.01,400,0.04228,566.05456,0.00042
0.01,400,0.04249,567.77836,0.00063
0.01,400,0.04271,569.43985,0.00085
0.01,400,0.04293,571.00361,0.00107
0.01,400,0.04314,572.44666,0.00128
0.01,400,0.04336,573.93567,0.0015
0.01,400,0.04358,575.43415,0.00172
0.01,400,0.04379,576.84616,0.00193
0.01,400,0.04401,578.20678,0.00215
0.01,400,0.04423,579.58975,0.00237
0.01,400,0.04445,580.83948,0.00259
0.01,400,0.04466,582.02197,0.0028
0.01,400,0.04488,583.20797,0.00302
0.01,400,0.0451,584.39532,0.00324
0.01,400,0.04531,585.56516,0.00345
0.01,400,0.04553,586.69435,0.00367
0.01,400,0.04575,587.78577,0.00389
0.01,400,0.04596,588.79851,0.0041
0.01,400,0.04618,589.77337,0.00432
0.01,400,0.0464,590.69227,0.00454
0.01,400,0.04661,591.58164,0.00475
0.01,400,0.04683,592.39656,0.00497
0.01,400,0.04704,589.95942,0.00518
0.01,400,0.04726,587.4219,0.0054
0.01,400,0.04748,585.61231,0.00562
0.01,400,0.04769,584.49509,0.00583
0.01,400,0.04791,584.05312,0.00605
0.01,400,0.04813,586.95309,0.00627
0.01,400,0.04834,587.42624,0.00648
0.01,400,0.04856,587.81834,0.0067
0.01,400,0.04877,588.2231,0.00691
0.01,400,0.04899,588.6217,0.00713
0.01,400,0.0492,589.27904,0.00734
0.01,400,0.04942,588.77277,0.00756
0.01,400,0.04964,587.95866,0.00778
0.01,400,0.04985,587.17618,0.00799
0.01,400,0.05007,586.46024,0.00821
0.01,400,0.05028,586.05742,0.00842
0.01,400,0.0505,588.75075,0.00864
0.01,400,0.05071,589.12974,0.00885
0.01,400,0.05093,589.50517,0.00907
0.01,400,0.05115,589.86791,0.00929
0.01,400,0.05136,590.21065,0.0095
0.01,400,0.05158,590.27164,0.00972
0.01,400,0.05179,590.84828,0.00993
0.01,400,0.05201,591.41274,0.01015
0.01,400,0.05222,591.97054,0.01036
0.01,400,0.05244,592.45173,0.01058
0.01,400,0.05265,591.89654,0.01079
0.01,400,0.05287,592.48166,0.01101
0.01,400,0.05308,593.04561,0.01122
0.01,400,0.0533,593.55166,0.01144
0.01,400,0.05351,593.41169,0.01165
0.01,400,0.05373,591.52181,0.01187
0.01,400,0.05394,590.6399,0.01208
0.01,400,0.05416,589.78761,0.0123
0.01,400,0.05437,589.00161,0.01251
0.01,400,0.05458,588.92277,0.01272
0.01,400,0.0548,592.25896,0.01294
0.01,400,0.05501,592.47673,0.01315
0.01,400,0.05523,592.66272,0.01337
0.01,400,0.05544,592.85634,0.01358
0.01,400,0.05566,593.08872,0.0138
0.01,400,0.05587,593.35266,0.01401
0.01,400,0.05609,594.08361,0.01423
0.01,400,0.0563,594.82291,0.01444
0.01,400,0.05651,595.53323,0.01465
0.01,400,0.05673,596.20765,0.01487
0.01,400,0.05694,594.62473,0.01508
0.01,400,0.05716,594.14561,0.0153
0.01,400,0.05737,593.67722,0.01551
0.01,400,0.05759,593.23066,0.01573
0.01,400,0.0578,592.77022,0.01594
0.01,400,0.05801,592.15427,0.01615
0.01,400,0.05823,592.81808,0.01637
0.01,400,0.05844,593.47175,0.01658
0.01,400,0.05865,594.11682,0.01679
0.01,400,0.05887,593.31847,0.01701
0.01,400,0.05908,593.82485,0.01722
0.01,400,0.0593,594.64958,0.01744
0.01,400,0.05951,595.45599,0.01765
0.01,400,0.05972,596.10782,0.01786
0.01,400,0.05994,595.19322,0.01808
0.01,400,0.06015,596.17662,0.01829
0.01,400,0.06036,597.15962,0.0185
0.01,400,0.06058,598.06969,0.01872
0.01,400,0.06079,596.76551,0.01893
0.01,400,0.061,597.56953,0.01914
0.01,400,0.06122,598.50277,0.01936
0.01,400,0.06143,599.2863,0.01957
0.01,400,0.06164,596.20828,0.01978
0.01,400,0.06186,594.82393,0.02
0.01,400,0.06207,594.46091,0.02021
0.01,400,0.06228,594.13068,0.02042
0.01,400,0.06249,593.62754,0.02063
0.01,400,0.06271,593.63293,0.02085
0.01,400,0.06292,594.25744,0.02106
0.01,400,0.06313,594.86588,0.02127
0.01,400,0.06335,595.45555,0.02149
0.01,400,0.06356,594.41828,0.0217
0.01,400,0.06377,595.30823,0.02191
0.01,400,0.06398,596.29261,0.02212
0.01,400,0.0642,597.27127,0.02234
0.01,400,0.06441,598.18913,0.02255
0.01,400,0.06462,598.14591,0.02276
0.01,400,0.06483,598.87488,0.02297
0.01,400,0.06505,599.60469,0.02319
0.01,400,0.06526,600.31195,0.0234
0.01,400,0.06547,600.45879,0.02361
0.01,400,0.06568,600.54418,0.02382
0.01,400,0.0659,601.38679,0.02404
0.01,400,0.06611,602.21602,0.02425
0.01,400,0.06632,602.98198,0.02446
0.01,400,0.06653,602.4084,0.02467
0.01,400,0.06674,602.8745,0.02488
0.01,400,0.06696,603.32732,0.0251
0.01,400,0.06717,603.70722,0.02531
0.01,400,0.06738,602.27198,0.02552
0.01,400,0.06759,600.16659,0.02573
0.01,400,0.0678,600.0355,0.02594
0.01,400,0.06802,599.92286,0.02616
0.01,400,0.06823,599.84408,0.02637
0.01,400,0.06844,600.42695,0.02658
0.01,400,0.06865,601.17122,0.02679
0.01,400,0.06886,601.91302,0.027
0.01,400,0.06907,602.63217,0.02721
0.01,400,0.06929,602.07638,0.02743
0.01,400,0.0695,600.69224,0.02764
0.01,400,0.06971,601.81472,0.02785
0.01,400,0.06992,602.89972,0.02806
0.01,400,0.07013,601.64252,0.02827
0.01,400,0.07034,600.7959,0.02848
0.01,400,0.07055,602.0134,0.02869
0.01,400,0.07077,602.92643,0.02891
0.01,400,0.07098,600.92819,0.02912
0.01,400,0.07119,601.18335,0.02933
0.01,400,0.0714,602.31704,0.02954
0.01,400,0.07161,602.74806,0.02975
0.01,400,0.07182,600.88604,0.02996
0.01,400,0.07203,601.91561,0.03017
0.01,400,0.07224,603.0023,0.03038
0.01,400,0.07245,602.16677,0.03059
0.01,400,0.07266,599.54833,0.0308
0.01,400,0.07287,599.52736,0.03101
0.01,400,0.07309,599.51194,0.03123
0.01,400,0.0733,598.03487,0.03144
0.01,400,0.07351,597.0384,0.03165
0.01,400,0.07372,598.54214,0.03186
0.01,400,0.07393,600.01081,0.03207
0.01,400,0.07414,599.21155,0.03228
0.01,400,0.07435,599.25744,0.03249
0.01,400,0.07456,600.75733,0.0327
0.01,400,0.07477,602.23343,0.03291
0.01,400,0.07498,601.19804,0.03312
0.01,400,0.07519,601.45738,0.03333
0.01,400,0.0754,602.36852,0.03354
0.01,400,0.07561,603.26829,0.03375
0.01,400,0.07582,603.41958,0.03396
0.01,400,0.07603,603.43634,0.03417
0.01,400,0.07624,604.36544,0.03438
0.01,400,0.07645,605.24929,0.03459
0.01,400,0.07666,604.18497,0.0348
0.01,400,0.07687,602.65241,0.03501
0.01,400,0.07708,603.77986,0.03522
0.01,400,0.07729,604.91134,0.03543
0.01,400,0.0775,603.64673,0.03564
0.01,400,0.07771,603.78679,0.03585
0.01,400,0.07792,605.11116,0.03606
0.01,400,0.07813,604.30698,0.03627
0.01,400,0.07834,602.34634,0.03648
0.01,400,0.07855,602.84117,0.03669
